PUBMEDID	STUDY	DISEASE.TRAIT	ACCESSION_ID	EFO_ID	N	N_num	HAS_SUM_STATS	HARMONISED_FILE_URL
26482879	 Atopic-Dermatitis_Paternoster_2015	Atopic dermatitis	GCST003184	EFO_0000274	18,900 European ancestry cases, 1,472 Japanese ancestry cases, 422 African American cases, 300 Latino cases, 305 cases, 84,166 European ancestry controls, 7,966 Japanese ancestry controls, 844 African American controls, 1,592 Latino controls, 896 controls	116863	True	
31910446	 Metabolic-Syndrome_Oh_2020	Hypertension	GCST009654	EFO_0000537	2,253 Korean ancestry cases and controls	2253	True	
31910446	 Metabolic-Syndrome_Oh_2020	High fasting blood glucose	GCST009655	EFO_0004465	2,253 Korean ancestry cases and controls	2253	True	
31910446	 Metabolic-Syndrome_Oh_2020	Low HDL-cholesterol levels	GCST009656	EFO_0004612	2,253 Korean ancestry cases and controls	2253	True	
31910446	 Metabolic-Syndrome_Oh_2020	Hypertriglyceridemia	GCST009657	EFO_0004211	2,253 Korean ancestry cases and controls	2253	True	
31910446	 Metabolic-Syndrome_Oh_2020	Metabolic syndrome	GCST009658	EFO_0000195	502 Korean ancestry cases, 1,751 Korean ancestry controls	2253	True	
31910446	 Metabolic-Syndrome_Oh_2020	Hypertension	GCST009659	EFO_0000537	7,423 Korean ancestry cases and controls	7423	True	
31910446	 Metabolic-Syndrome_Oh_2020	High fasting blood glucose	GCST009660	EFO_0004465	7,423 Korean ancestry cases and controls	7423	True	
31910446	 Metabolic-Syndrome_Oh_2020	Low HDL-cholesterol levels	GCST009661	EFO_0004612	7,423 Korean ancestry cases and controls	7423	True	
31910446	 Metabolic-Syndrome_Oh_2020	Hypertriglyceridemia	GCST009662	EFO_0004211	7,423 Korean ancestry cases and controls	7423	True	
31910446	 Metabolic-Syndrome_Oh_2020	Metabolic syndrome	GCST009663	EFO_0000195	1,362 Korean ancestry cases, 6,061 Korean ancestry controls	7423	True	
31679650	 Cytokine-Network-Levels_Nath_2019	Cytokine network levels (multivariate analysis)	GCST009244	EFO_0008130	9,263 Finnish ancestry individuals	9263	True	
31311600	 Fatty-Liver-Disease-Non-Alcoholic_Namjou_2019	Nonalcoholic fatty liver disease	GCST008468	EFO_0003095	1,106 European ancestry cases, 8,571 European ancestry controls	9677	True	
31311600	 Fatty-Liver-Disease-Non-Alcoholic_Namjou_2019	Liver fibrosis in non-alcoholic fatty liver disease	GCST008469	HP_0001395	235 European ancestry individuals	235	True	
31311600	 Fatty-Liver-Disease-Non-Alcoholic_Namjou_2019	Non-alcoholic fatty liver disease activity score in non-alcoholic fatty liver disease	GCST008471	EFO_0008421	235 European ancestry individuals	235	True	
31473137	 Alzheimers-Dementia_Moreno-Grau_2019	Alzheimer's disease	GCST009020	MONDO_0004975	4,120 European ancestry cases, 3,289 European ancestry controls	7409	True	
31473137	 Alzheimers-Dementia_Moreno-Grau_2019	Alzheimer's disease	GCST009019	MONDO_0004975	4,120 Spanish ancestry cases, 11,999 cases, 3,289 Spanish ancestry controls, 9,236 controls	21235	True	
31482140	 Knee-Pain_Meng_2019	Knee pain	GCST008672	HP_0030839	22,204 British ancestry cases, 149,312 British ancestry controls	171516	True	
31089300	 Smoking_Matoba_2019	Smoking cessation (former vs current smokers)	GCST009398	EFO_0006527	6,376 Japanese ancestry former smoker females, 7,975 Japanese ancestry current smoker females	14351	True	
31089300	 Smoking_Matoba_2019	Smoking initiation (ever regular vs never regular)	GCST009399	EFO_0006527	67,773 Japanese ancestry ever smoker males, 21,905 Japanese ancestry never smoker males	89638	True	
31089300	 Smoking_Matoba_2019	Smoking cessation (former vs current smokers)	GCST009400	EFO_0006527	43,163 Japanese ancestry former smokers, 32,884 Japanese ancestry current smokers	76047	True	
31089300	 Smoking_Matoba_2019	Smoking cessation (former vs current smokers)	GCST009401	EFO_0006527	36,787 Japanese ancestry former smoker males, 24,909 Japanese ancestry current smoker males	61696	True	
31089300	 Smoking_Matoba_2019	Smoking initiation (ever regular vs never regular)	GCST009402	EFO_0006527	16,077 Japanese ancestry ever smoker females, 59,721 Japanese ancestry never smoker females	75798	True	
31089300	 Smoking_Matoba_2019	Smoking initiation (ever regular vs never regular)	GCST009403	EFO_0006527	83,830 Japanese ancestry ever smokers, 81,626 Japanese ancestry never smokers	165456	True	
31089300	 Smoking_Matoba_2019	Smoking behaviour (cigarettes smoked per day)	GCST009405	EFO_0006525	72,655 Japanese ancestry individuals	72655	True	
31089300	 Smoking_Matoba_2019	Smoking behaviour (cigarettes smoked per day)	GCST009406	EFO_0006525	13,871 Japanese ancestry females	13871	True	
31089300	 Smoking_Matoba_2019	Smoking behaviour (cigarettes smoked per day)	GCST009407	EFO_0006525	58,784 Japanese ancestry males	58784	True	
31089300	 Smoking_Matoba_2019	Age of smoking initiation	GCST009408	EFO_0004847	30,418 Japanese ancestry individuals	30418	True	
31089300	 Smoking_Matoba_2019	Age of smoking initiation	GCST009409	EFO_0004847	7,379 Japanese ancestry females	7379	True	
31089300	 Smoking_Matoba_2019	Age of smoking initiation	GCST009410	EFO_0004847	23,039 Japanese ancestry males	23039	True	
31346403	 Autism_Massrali_2019	Autistic traits score (Social and Communication Disorders Checklist)	GCST008484	EFO_0005426	5,628 European ancestry children	5628	True	
30092369	 Chronic-HPV-Infection_Mainali_2018	Infection persistence (>18 months) in genital human papillomavirus 16 infection	GCST008308	EFO_0010060	21 European ancestry male cases, 15 Brazilian ancestry male cases,  4 African-American male cases, 62 European ancestry male controls, 69 Brazilian ancestry male controls, 20 African-American male controls	191	True	
30177863	 Diverticular-Disease_Maguire_2018	Diverticular disease	GCST006479	EFO_0009959	27,444 British ancestry cases, 382,284 British ancestry controls	409728	True	
31719529	 Churg-Strauss-Syndrome_Lyons_2019	Eosinophilic granulomatosis with polyangiitis (MPO-ANCA positive)	GCST009248	EFO_0007208	159 European ancestry cases, 6,688 European ancestry controls	6847	True	
31719529	 Churg-Strauss-Syndrome_Lyons_2019	Eosinophilic granulomatosis with polyangiitis (ANCA negative)	GCST009249	EFO_0007208	352 European ancestry cases, 6,688 European ancestry controls	7040	True	
31719529	 Churg-Strauss-Syndrome_Lyons_2019	Eosinophilic granulomatosis with polyangiitis	GCST009250	EFO_0007208	534 European ancestry cases, 6,688 European ancestry controls	7222	True	
31434886	 Tuberculosis-Early-Progression_Luo_2019	Early progression to active pulmonary tuberculosis in Mycobacterium tuberculosis-infected individuals	GCST008488	EFO_0008407	2,160 Peruvian cases, 1,820 Peruvian controls	3980	True	
31672989	 Systemic-Sclerosis_Lopez-Isac_2019	Systemic sclerosis	GCST009131	EFO_0000717	9,095 European ancestry cases, 17,584 European ancestry controls 	26679	True	
31367044	 Exome-Cardiometabolic-Traits_Locke_2019	Cardiometabolic traits	GCST008673	EFO_0010118	up to 19,292 Finnish ancestry individuals	19292	True	
30946743	 Ankylosing-Spondylitis_Li_2019	Ankylosing spondylitis	GCST007844	EFO_0003898	921 Turkish ancestry cases, 907 Turkish ancestry controls, 422 Iranian ancestry cases, 754 Iranian ancestry controls	3004	True	
30643251	 Smoking_Liu_2019	Smoking initiation (ever regular vs never regular)	GCST007474	EFO_0006527	up to 1,232,091 European ancestry individuals	1232091	True	
30643251	 Smoking_Liu_2019	Age of smoking initiation	GCST007458	EFO_0005670	up to 341,427 European ancestry individuals	341427	True	
30643251	 Smoking_Liu_2019	Smoking behaviour (cigarettes smoked per day)	GCST007459	EFO_0006525	up to 377,334 European ancestry individuals	377334	True	
30643251	 Smoking_Liu_2019	Smoking cessation	GCST007460	EFO_0004319	up to 547,219 European ancestry individuals	547219	True	
30643251	 Smoking_Liu_2019	Alcohol consumption (drinks per week)	GCST007461	EFO_0007878	up to 941,280 European ancestry individuals	941280	True	
31708768	 Alzheimers-Cerebrospinal-Fluid-sTREM2_Liu_2019	Cerebrospinal fluid sTREM-2 levels	GCST009246	EFO_0010151	224 healthy normal individuals, 72 significant memory concern individuals, 234 early mild cognitive impairment individuals, 277 late mild cognitive impairment individuals, 194 Alzheimer's disease cases	1001	True	
31589552	 Metabolic-Syndrome_Lind_2019 	Metabolic syndrome	GCST009602	EFO_0000195	291,107 European ancestry individuals	291107	True	
27764105	 Sciatica_Lemmela_2016	Sciatica	GCST003869	HP_0011868	291 Finnish (founder/genetic isolate) cases, 3,671 Finnish (founder/genetic isolate) controls	3962	True	
30323354	 Breast-Cancer-BRACX_Lee_2018	BRCA1/2-negative high-risk breast cancer	GCST006719	EFO_0009443	1,469 Korean ancestry cases, 5,979 Korean ancestry controls	7448	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006719/harmonised/30323354-GCST006719-EFO_0009443.h.tsv.gz
30898391	 Ovarian-Cancer_Lawrenson_2019	Epithelial ovarian cancer	GCST007728	EFO_0001075	3,238 East Asian ancestry cases, 4,083 East Asian ancestry controls	7321	True	
31231134	 Renal-Cell-Carcinoma_Laskar_2019	Renal cell carcinoma	GCST008225	EFO_0000681	1,992 European ancestry female cases, 3,095 European ancestry female controls	5087	True	
31231134	 Renal-Cell-Carcinoma_Laskar_2019	Renal cell carcinoma	GCST008226	EFO_0000681	3,227 European ancestry male cases, 4,916 European ancestry male controls	8143	True	
28714469	 Lupus_Langefeld_2017	Systemic lupus erythematosus	GCST007400	EFO_0002690	6,748 European ancestry cases, 11,516 European ancestry controls	18264	True	
30202859	 Menstrual-Cycle-Length_Laisk_2018	Length of menstrual cycle	GCST006958	EFO_0007786	44,871 European ancestry women	44871	True	
31417091	 Scoliosis-Adolescent-Idiopathic_Kou_2019	Adolescent idiopathic scoliosis	GCST008788	EFO_0005423	5,004 Japanese ancestry female cases, 33,679 Japanese ancestry female controls	38683	True	
31417091	 Scoliosis-Adolescent-Idiopathic_Kou_2019	Adolescent idiopathic scoliosis	GCST008789	EFO_0005423	5,327 Japanese ancestry cases, 73,884 Japanese ancestry controls	79211	True	
29899525	 Physical-Activity-Habits_Klimentidis_2018	Accelerometer-based physical activity measurement (fraction of time with accelerations >425 milli-gravities)	GCST006079	EFO_0008002	90,667 European ancestry individuals	90667	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006079/harmonised/29899525-GCST006079-EFO_0008002.h.tsv.gz
29899525	 Physical-Activity-Habits_Klimentidis_2018	Moderate to vigorous physical activity levels	GCST006097	EFO_0008002	377,234 European ancestry individuals	377234	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006097/harmonised/29899525-GCST006097-EFO_0008002.h.tsv.gz
29899525	 Physical-Activity-Habits_Klimentidis_2018	Vigorous physical activity	GCST006098	EFO_0008002	98,060 European ancestry active cases, 162,995 European ancestry inactive controls	261055	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006098/harmonised/29899525-GCST006098-EFO_0008002.h.tsv.gz
29899525	 Physical-Activity-Habits_Klimentidis_2018	Accelerometer-based physical activity measurement (average acceleration)	GCST006099	EFO_0008002	91,084 European ancestry individuals	91084	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006099/harmonised/29899525-GCST006099-EFO_0008002.h.tsv.gz
