PUBMEDID	DISEASE.TRAIT	ACCESSION_ID	N_num	HARMONISED_FILE_URL
34662886	Had major operations (UKB data field 2415)	GCST90078948	195826	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078948/harmonised/34662886-GCST90078948-EFO_0002571.h.tsv.gz
34662886	More frequent bowel movements when abdominal discomfort pain started - 504 Always (UKB data field 21029) (Gene-based burden)	GCST90082692	83143	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90082001-GCST90083000/GCST90082692/harmonised/34662886-GCST90082692-MONDO_0004880.h.tsv.gz
34662886	ICD10 N41.1: Chronic prostatitis	GCST90080618	194605	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90080001-GCST90081000/GCST90080618/harmonised/34662886-GCST90080618-EFO_0003830.h.tsv.gz
34662886	More irritable than usual during worst period of anxiety (UKB data field 20422) (Gene-based burden)	GCST90082426	39674	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90082001-GCST90083000/GCST90082426/harmonised/34662886-GCST90082426-EFO_0009594.h.tsv.gz
34662886	ICD10 N41.9: Inflammatory disease of prostate, unspecified	GCST90080619	194605	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90080001-GCST90081000/GCST90080619/harmonised/34662886-GCST90080619-EFO_0009903.h.tsv.gz
34662886	Mother still alive (UKB data field 1835) (Gene-based burden)	GCST90081601	423687	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081601/harmonised/34662886-GCST90081601-EFO_0007796.h.tsv.gz
34662886	ICD10 N43.3: Hydrocele, unspecified	GCST90080623	194605	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90080001-GCST90081000/GCST90080623/harmonised/34662886-GCST90080623-EFO_0000408.h.tsv.gz
34662886	Maternal age (UKB data field 1845) (Gene-based burden)	GCST90081602	167682	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081602/harmonised/34662886-GCST90081602-EFO_0007796.h.tsv.gz
34662886	ICD10 N45.9: Orchitis, epididymitis and epididymo-orchitis without abscess	GCST90080625	194605	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90080001-GCST90081000/GCST90080625/harmonised/34662886-GCST90080625-EFO_0009601.h.tsv.gz
34662886	Maternal age at death (UKB data field 3526) (Gene-based burden)	GCST90083046	263428	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90083001-GCST90084000/GCST90083046/harmonised/34662886-GCST90083046-EFO_0007796.h.tsv.gz
34662886	ICD10 N48.6: Induration penis plastica	GCST90080629	194605	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90080001-GCST90081000/GCST90080629/harmonised/34662886-GCST90080629-EFO_0000408.h.tsv.gz
34662886	Bleeding gums (UKB data field 6149) (Gene-based burden)	GCST90083424	175209	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90083001-GCST90084000/GCST90083424/harmonised/34662886-GCST90083424-HP_0000225.h.tsv.gz
34662886	ICD10 D17.6: Benign lipomatous neoplasm of spermatic cord	GCST90079668	194605	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90079001-GCST90080000/GCST90079668/harmonised/34662886-GCST90079668-MONDO_0044983.h.tsv.gz
34662886	Dentures (UKB data field 6149) (Gene-based burden)	GCST90083427	175209	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90083001-GCST90084000/GCST90083427/harmonised/34662886-GCST90083427-EFO_0010078.h.tsv.gz
34662886	Loose teeth (UKB data field 6149) (Gene-based burden)	GCST90083425	175209	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90083001-GCST90084000/GCST90083425/harmonised/34662886-GCST90083425-EFO_1001216.h.tsv.gz
34662886	Relative age of first facial hair - About average age (UKB data field 2375)	GCST90078939	190926	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078939/harmonised/34662886-GCST90078939-EFO_0009716.h.tsv.gz
34662886	Mouth ulcers (UKB data field 6149) (Gene-based burden)	GCST90083422	175209	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90083001-GCST90084000/GCST90083422/harmonised/34662886-GCST90083422-HP_0000155.h.tsv.gz
34662886	Relative age of first facial hair - Older than average (UKB data field 2375)	GCST90078940	190926	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078940/harmonised/34662886-GCST90078940-EFO_0009716.h.tsv.gz
34662886	Painful gums (UKB data field 6149) (Gene-based burden)	GCST90083423	175209	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90083001-GCST90084000/GCST90083423/harmonised/34662886-GCST90083423-EFO_1001047.h.tsv.gz
34662886	Relative age of first facial hair - Younger than average (UKB data field 2375)	GCST90078938	190926	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078938/harmonised/34662886-GCST90078938-EFO_0009716.h.tsv.gz
34662886	Toothache (UKB data field 6149) (Gene-based burden)	GCST90083426	175209	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90083001-GCST90084000/GCST90083426/harmonised/34662886-GCST90083426-EFO_0010072.h.tsv.gz
34662886	ICD10 R87.6: Abnormal cytological findings in specimens from female genital organs	GCST90080922	190168	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90080001-GCST90081000/GCST90080922/harmonised/34662886-GCST90080922-HP_0000008.h.tsv.gz
34662886	Multiple worries during worst period of anxiety (UKB data field 20540) (Gene-based burden)	GCST90082617	41609	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90082001-GCST90083000/GCST90082617/harmonised/34662886-GCST90082617-EFO_0009589.h.tsv.gz
34662886	ICD10 R87: Abnormal findings in specimens from female genital organs	GCST90080923	189320	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90080001-GCST90081000/GCST90080923/harmonised/34662886-GCST90080923-HP_0000008.h.tsv.gz
34662886	Myopia diagnosis - highly myopic (UKB data field 20262) (Gene-based burden)	GCST90082380	94332	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90082001-GCST90083000/GCST90082380/harmonised/34662886-GCST90082380-HP_0000545.h.tsv.gz
34662886	Alcohol consumed (UKB data field 100580)	GCST90077559	185644	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90077001-GCST90078000/GCST90077559/harmonised/34662886-GCST90077559-EFO_0009113.h.tsv.gz
34662886	Myopia diagnosis - moderate low myopia (UKB data field 20262) (Gene-based burden)	GCST90082379	94332	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90082001-GCST90083000/GCST90082379/harmonised/34662886-GCST90082379-HP_0000545.h.tsv.gz
34662886	Coffee consumed (UKB data field 100240)	GCST90077557	185644	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90077001-GCST90078000/GCST90077557/harmonised/34662886-GCST90077557-EFO_0006781.h.tsv.gz
34662886	Myopia diagnosis - non myopic (UKB data field 20262) (Gene-based burden)	GCST90082378	94332	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90082001-GCST90083000/GCST90082378/harmonised/34662886-GCST90082378-PATO_0000461.h.tsv.gz
34662886	Tea consumed (UKB data field 100390)	GCST90077558	185644	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90077001-GCST90078000/GCST90077558/harmonised/34662886-GCST90077558-EFO_0010091.h.tsv.gz
34662886	Spinal injury (Gene-based burden)	GCST90081735	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081735/harmonised/34662886-GCST90081735-EFO_1001919.h.tsv.gz
34662886	Time spent doing vigorous physical activity - None (UKB data field 104900)	GCST90077561	185644	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90077001-GCST90078000/GCST90077561/harmonised/34662886-GCST90077561-EFO_0008002.h.tsv.gz
34662886	Non-alcoholic fatty liver disease - Cirrhosis (Gene-based burden)	GCST90085486	377345	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90085001-GCST90086000/GCST90085486/harmonised/34662886-GCST90085486-EFO_0003095.h.tsv.gz
34662886	Time spent doing vigorous physical activity - Under 10 minutes (UKB data field 104900)	GCST90077563	185644	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90077001-GCST90078000/GCST90077563/harmonised/34662886-GCST90077563-EFO_0008002.h.tsv.gz
34662886	Non-alcoholic fatty liver disease - Composite (Gene-based burden)	GCST90085487	379713	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90085001-GCST90086000/GCST90085487/harmonised/34662886-GCST90085487-EFO_0003095.h.tsv.gz
34662886	Time spent doing vigorous physical activity - 10 to 30 minutes (UKB data field 104900)	GCST90077562	185644	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90077001-GCST90078000/GCST90077562/harmonised/34662886-GCST90077562-EFO_0008002.h.tsv.gz
34662886	Nasal polyps (Gene-based burden)	GCST90085488	386903	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90085001-GCST90086000/GCST90085488/harmonised/34662886-GCST90085488-EFO_1000391.h.tsv.gz
34662886	Time spent doing vigorous physical activity - 1 to 2 hours (UKB data field 104900)	GCST90077564	185644	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90077001-GCST90078000/GCST90077564/harmonised/34662886-GCST90077564-EFO_0008002.h.tsv.gz
34662886	Degree bothered by chest pain in the last three months - 602 Bothered a lot (UKB data field 21052)	GCST90078799	155108	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078799/harmonised/34662886-GCST90078799-EFO_0009724.h.tsv.gz
34662886	ICD10 E78: high cholesterol (Gene-based burden)	GCST90081870	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081870/harmonised/34662886-GCST90081870-HP_0003124.h.tsv.gz
34662886	Frequency of loose mushy watery stools in the last three months - 500 Never (UKB data field 21034)	GCST90078727	155086	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078727/harmonised/34662886-GCST90078727-PATO_0000461.h.tsv.gz
34662886	Hypertension (Gene-based burden)	GCST90081631	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081631/harmonised/34662886-GCST90081631-EFO_0000537.h.tsv.gz
34662886	Frequency of loose mushy watery stools in the last three months - 501 Sometimes (UKB data field 21034)	GCST90078728	155086	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078728/harmonised/34662886-GCST90078728-HP_0031685.h.tsv.gz
34662886	ICD10 I10: hypertension (Gene-based burden)	GCST90081632	329050	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081632/harmonised/34662886-GCST90081632-EFO_0000537.h.tsv.gz
34662886	Frequency of loose mushy watery stools in the last three months - 502 Often (UKB data field 21034)	GCST90078729	155086	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078729/harmonised/34662886-GCST90078729-HP_0031685.h.tsv.gz
34662886	Hyperthyroidism or thyrotoxicosis (Gene-based burden)	GCST90081714	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081714/harmonised/34662886-GCST90081714-EFO_0009189.h.tsv.gz
34662886	Frequency of loose mushy watery stools in the last three months - 503 Most of the time (UKB data field 21034)	GCST90078730	155086	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078730/harmonised/34662886-GCST90078730-HP_0031685.h.tsv.gz
34662886	ICD10 E05: Hyperthyroidism or thyrotoxicosis (Gene-based burden)	GCST90081715	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081715/harmonised/34662886-GCST90081715-EFO_0009189.h.tsv.gz
34662886	Frequency of loose mushy watery stools in the last three months - 504 Always (UKB data field 21034)	GCST90078731	155086	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078731/harmonised/34662886-GCST90078731-HP_0031685.h.tsv.gz
34662886	Hypothyroidism or myxoedema (Gene-based burden)	GCST90081716	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081716/harmonised/34662886-GCST90081716-EFO_1001055.h.tsv.gz
34662886	Frequency of hard lumpy stools in the last three months - 500 Never (UKB data field 21033)	GCST90078722	155077	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078722/harmonised/34662886-GCST90078722-PATO_0000461.h.tsv.gz
34662886	ICD10 E03: Hypothyroidism or myxoedema (Gene-based burden)	GCST90081717	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081717/harmonised/34662886-GCST90081717-EFO_1001055.h.tsv.gz
34662886	Frequency of hard lumpy stools in the last three months - 501 Sometimes (UKB data field 21033)	GCST90078723	155077	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078723/harmonised/34662886-GCST90078723-HP_0031685.h.tsv.gz
34662886	Infectious mononucleosis glandular fever epstein barr virus ebv (Gene-based burden)	GCST90081925	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081925/harmonised/34662886-GCST90081925-EFO_0007326.h.tsv.gz
34662886	Frequency of hard lumpy stools in the last three months - 502 Often (UKB data field 21033)	GCST90078724	155077	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078724/harmonised/34662886-GCST90078724-HP_0031685.h.tsv.gz
34662886	ICD10 B27: infectious mononucleosis glandular fever epstein barr virus ebv (Gene-based burden)	GCST90081926	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081926/harmonised/34662886-GCST90081926-EFO_0007326.h.tsv.gz
34662886	Frequency of hard lumpy stools in the last three months - 503 Most of the time (UKB data field 21033)	GCST90078725	155077	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078725/harmonised/34662886-GCST90078725-HP_0031685.h.tsv.gz
34662886	Infective viral hepatitis (Gene-based burden)	GCST90081688	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081688/harmonised/34662886-GCST90081688-EFO_0004196.h.tsv.gz
34662886	Frequency of hard lumpy stools in the last three months - 504 Always (UKB data field 21033)	GCST90078726	155077	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078726/harmonised/34662886-GCST90078726-HP_0031685.h.tsv.gz
34662886	ICD10 B19: infective viral hepatitis (Gene-based burden)	GCST90081689	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081689/harmonised/34662886-GCST90081689-EFO_0004196.h.tsv.gz
34662886	Degree bothered by fainting spells in the last three months - 600 Not bothered at all (UKB data field 21054)	GCST90078803	155089	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078803/harmonised/34662886-GCST90078803-EFO_0009724.h.tsv.gz
34662886	Inguinal hernia (Gene-based burden)	GCST90081898	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081898/harmonised/34662886-GCST90081898-HP_0000023.h.tsv.gz
34662886	Degree bothered by fainting spells in the last three months - 601 Bothered a little (UKB data field 21054)	GCST90078804	155089	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078804/harmonised/34662886-GCST90078804-EFO_0009724.h.tsv.gz
34662886	ICD10 K40: Inguinal hernia (Gene-based burden)	GCST90081899	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081899/harmonised/34662886-GCST90081899-HP_0000023.h.tsv.gz
34662886	Degree bothered by urinary frequency bladder irritability in the last three months - 600 Not bothered at all (UKB data field 21058)	GCST90078814	155044	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078814/harmonised/34662886-GCST90078814-EFO_0009724.h.tsv.gz
34662886	Iron deficiency anaemia (Gene-based burden)	GCST90081773	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081773/harmonised/34662886-GCST90081773-HP_0001891.h.tsv.gz
34662886	Degree bothered by urinary frequency bladder irritability in the last three months - 601 Bothered a little (UKB data field 21058)	GCST90078815	155044	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078815/harmonised/34662886-GCST90078815-EFO_0009724.h.tsv.gz
34662886	ICD10 D50: iron deficiency anaemia (Gene-based burden)	GCST90081774	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081774/harmonised/34662886-GCST90081774-HP_0001891.h.tsv.gz
34662886	Degree bothered by urinary frequency bladder irritability in the last three months - 602 Bothered a lot (UKB data field 21058)	GCST90078816	155044	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078816/harmonised/34662886-GCST90078816-EFO_0009724.h.tsv.gz
34662886	Irregular heart beat (Gene-based burden)	GCST90081883	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081883/harmonised/34662886-GCST90081883-EFO_0004269.h.tsv.gz
34662886	Frequency of discomfort pain in abdomen in last three months - Every day (UKB data field 21025)	GCST90078694	155020	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078694/harmonised/34662886-GCST90078694-EFO_0010639.h.tsv.gz
34662886	ICD10 I49: irregular heart beat (Gene-based burden)	GCST90081884	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081884/harmonised/34662886-GCST90081884-EFO_0004269.h.tsv.gz
34662886	Frequency of discomfort pain in abdomen in last three months - Less than one day a month (UKB data field 21025)	GCST90078689	155020	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078689/harmonised/34662886-GCST90078689-EFO_0010639.h.tsv.gz
34662886	Irritable bowel syndrome (Gene-based burden)	GCST90081685	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081685/harmonised/34662886-GCST90081685-EFO_0000555.h.tsv.gz
34662886	Frequency of discomfort pain in abdomen in last three months - More than one day a week (UKB data field 21025)	GCST90078693	155020	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078693/harmonised/34662886-GCST90078693-EFO_0010639.h.tsv.gz
34662886	ICD10 K58: Irritable bowel syndrome (Gene-based burden)	GCST90081686	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081686/harmonised/34662886-GCST90081686-EFO_0000555.h.tsv.gz
34662886	Frequency of discomfort pain in abdomen in last three months - Never (UKB data field 21025)	GCST90078688	155020	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078688/harmonised/34662886-GCST90078688-EFO_0010639.h.tsv.gz
34662886	Jaundice unknown cause (Gene-based burden)	GCST90081893	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081893/harmonised/34662886-GCST90081893-HP_0000952.h.tsv.gz
34662886	Frequency of discomfort pain in abdomen in last three months - One day a month (UKB data field 21025)	GCST90078690	155020	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078690/harmonised/34662886-GCST90078690-EFO_0010639.h.tsv.gz
34662886	ICD10 R17: jaundice unknown cause (Gene-based burden)	GCST90081894	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081894/harmonised/34662886-GCST90081894-HP_0000952.h.tsv.gz
34662886	Frequency of discomfort pain in abdomen in last three months - One day a week (UKB data field 21025)	GCST90078692	155020	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078692/harmonised/34662886-GCST90078692-EFO_0010639.h.tsv.gz
34662886	Joint disorder (Gene-based burden)	GCST90081759	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081759/harmonised/34662886-GCST90081759-EFO_1000999.h.tsv.gz
34662886	Frequency of discomfort pain in abdomen in last three months - Two to three days a month (UKB data field 21025)	GCST90078691	155020	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078691/harmonised/34662886-GCST90078691-EFO_0010639.h.tsv.gz
34662886	ICD10 M25: joint disorder (Gene-based burden)	GCST90081760	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081760/harmonised/34662886-GCST90081760-EFO_1000999.h.tsv.gz
34662886	Currently in last three months suffer from abdominal pain (UKB data field 21035)	GCST90078732	154859	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078732/harmonised/34662886-GCST90078732-EFO_0005671.h.tsv.gz
34662886	Joint pain (Gene-based burden)	GCST90081911	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081911/harmonised/34662886-GCST90081911-HP_0002829.h.tsv.gz
34662886	Currently suffer from abdominal distension (UKB data field 21038)	GCST90078753	154826	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078753/harmonised/34662886-GCST90078753-EFO_0005671.h.tsv.gz
34662886	ICD10 M25: joint pain (Gene-based burden)	GCST90081912	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081912/harmonised/34662886-GCST90081912-HP_0002829.h.tsv.gz
34662886	ICD10 I49: heart arrhythmia (Gene-based burden)	GCST90081646	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081646/harmonised/34662886-GCST90081646-EFO_0004269.h.tsv.gz
34662886	Degree bothered by pain in arms legs joints in the past three months - 602 Bothered a lot (UKB data field 21049)	GCST90078790	155113	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078790/harmonised/34662886-GCST90078790-EFO_0009724.h.tsv.gz
34662886	Heart attack myocardial infarction (Gene-based burden)	GCST90081643	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081643/harmonised/34662886-GCST90081643-EFO_0000612.h.tsv.gz
34662886	Degree bothered by dizziness in the last three months - 600 Not bothered at all (UKB data field 21053)	GCST90078800	155123	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078800/harmonised/34662886-GCST90078800-EFO_0009724.h.tsv.gz
34662886	ICD10 I21: heart attack myocardial infarction (Gene-based burden)	GCST90081644	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081644/harmonised/34662886-GCST90081644-EFO_0000612.h.tsv.gz
34662886	Degree bothered by dizziness in the last three months - 601 Bothered a little (UKB data field 21053)	GCST90078801	155123	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078801/harmonised/34662886-GCST90078801-EFO_0009724.h.tsv.gz
34662886	Heart cardiac problem (Gene-based burden)	GCST90081633	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081633/harmonised/34662886-GCST90081633-EFO_0003777.h.tsv.gz
34662886	Degree bothered by dizziness in the last three months - 602 Bothered a lot (UKB data field 21053)	GCST90078802	155123	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078802/harmonised/34662886-GCST90078802-EFO_0009724.h.tsv.gz
34662886	ICD10 I52: heart cardiac problem (Gene-based burden)	GCST90081634	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081634/harmonised/34662886-GCST90081634-EFO_0003777.h.tsv.gz
34662886	Degree bothered by feeling tired all the time in the last three months - 600 Not bothered at all (UKB data field 21060)	GCST90078820	155129	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078820/harmonised/34662886-GCST90078820-EFO_0009724.h.tsv.gz
34662886	Heart valve problem or heart murmur (Gene-based burden)	GCST90081647	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081647/harmonised/34662886-GCST90081647-HP_0011025.h.tsv.gz
34662886	Degree bothered by feeling tired all the time in the last three months - 601 Bothered a little (UKB data field 21060)	GCST90078821	155129	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078821/harmonised/34662886-GCST90078821-EFO_0009724.h.tsv.gz
34662886	ICD10 R01: heart valve problem or heart murmur (Gene-based burden)	GCST90081648	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081648/harmonised/34662886-GCST90081648-HP_0011025.h.tsv.gz
34662886	Degree bothered by feeling tired all the time in the last three months - 602 Bothered a lot (UKB data field 21060)	GCST90078822	155129	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078822/harmonised/34662886-GCST90078822-EFO_0009724.h.tsv.gz
34662886	Helicobacter pylori (Gene-based burden)	GCST90081835	331754	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081835/harmonised/34662886-GCST90081835-NCBITaxon_210.h.tsv.gz
34662886	Degree bothered by trouble sleeping in the last three months - 600 Not bothered at all (UKB data field 21061)	GCST90078823	155124	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078823/harmonised/34662886-GCST90078823-EFO_0009724.h.tsv.gz
34662886	ICD10 B98: helicobacter pylori (Gene-based burden)	GCST90081836	329052	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90081001-GCST90082000/GCST90081836/harmonised/34662886-GCST90081836-NCBITaxon_210.h.tsv.gz
34662886	Degree bothered by trouble sleeping in the last three months - 601 Bothered a little (UKB data field 21061)	GCST90078824	155124	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90078001-GCST90079000/GCST90078824/harmonised/34662886-GCST90078824-EFO_0009724.h.tsv.gz
