PUBMEDID	DISEASE.TRAIT	ACCESSION_ID	N_num	HARMONISED_FILE_URL
33230300	Pulse pressure	GCST012377	445360	NA
33230300	Systolic blood pressure	GCST012376	445360	NA
33230300	Diastolic blood pressure	GCST012378	445360	NA
32242144	Serum 25-Hydroxyvitamin D levels	GCST90000618	496946	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000618/harmonised/32242144-GCST90000618-EFO_0004631.h.tsv.gz
32888493	Mean platelet volume	GCST90002349	484042	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002349/harmonised/32888493-GCST90002349-EFO_0004584.h.tsv.gz
30038396	Educational attainment (years of education)	GCST006442	1131881	NA
33418499	Estimated glomerular filtration rate	GCST90093093	23732	NA
31669095	Waist circumference adjusted for body mass index	GCST009867	457690	NA
33230300	Hypertension	GCST90000060	810865	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000060/harmonised/33230300-GCST90000060-EFO_0000537.h.tsv.gz
33230300	Pulse pressure	GCST90000061	810865	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000061/harmonised/33230300-GCST90000061-EFO_0005763.h.tsv.gz
33230300	Diastolic blood pressure	GCST90000059	810865	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000059/harmonised/33230300-GCST90000059-EFO_0006336.h.tsv.gz
32888494	Lymphocyte percentage of white cells	GCST90002389	408112	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002389/harmonised/32888494-GCST90002389-EFO_0007993.h.tsv.gz
32895543	Episodic memory (pairs-matching)	GCST90011295	331679	NA
32895543	Executive function (trail making test B)	GCST90011296	78547	NA
32895543	Information processing speed (symbol digit substitution)	GCST90011297	87741	NA
32895543	Verbal-numerical reasoning	GCST90011298	171304	NA
33875891	IDP SWI T2star right pallidum	GCST90003870	20043	NA
33875891	rfMRI connectivity (ICA100 edge 380)	GCST90005233	21081	NA
33875891	ThalamNuclei lh volume PuA	GCST90002720	21282	NA
33875891	ThalamNuclei lh volume Pf	GCST90002722	21282	NA
33875891	ThalamNuclei lh volume VAmc	GCST90002723	21282	NA
33875891	ThalamNuclei lh volume MDl	GCST90002724	21282	NA
33875891	ThalamNuclei lh volume CeM	GCST90002725	21282	NA
33875891	ThalamNuclei lh volume VLp	GCST90002734	21282	NA
33875891	ThalamNuclei rh volume MGN	GCST90002737	21282	NA
33875891	ThalamNuclei rh volume PuI	GCST90002738	21282	NA
33875891	ThalamNuclei rh volume CM	GCST90002742	21282	NA
33875891	ThalamNuclei rh volume Pf	GCST90002746	21282	NA
33875891	IDP SWI T2star right putamen	GCST90003868	20043	NA
33875891	IDP SWI T2star left pallidum	GCST90003869	20043	NA
33230300	Systolic blood pressure	GCST90000062	810865	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000062/harmonised/33230300-GCST90000062-EFO_0006335.h.tsv.gz
33067605	Pro-interleukin-16 levels	GCST90012049	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012049/harmonised/33067605-GCST90012049-EFO_0010629.h.tsv.gz
33067605	Matrix metalloproteinase-10 levels	GCST90012050	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012050/harmonised/33067605-GCST90012050-EFO_0010589.h.tsv.gz
33067605	Urokinase plasminogen activator surface receptor levels	GCST90012051	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012051/harmonised/33067605-GCST90012051-EFO_0004747.h.tsv.gz
33067605	C-C motif chemokine 4 levels	GCST90012052	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012052/harmonised/33067605-GCST90012052-EFO_0004747.h.tsv.gz
33067605	TNF-related activation-induced cytokine levels	GCST90012044	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012044/harmonised/33067605-GCST90012044-EFO_0004747.h.tsv.gz
33067605	Hepatocyte growth factor levels	GCST90012045	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012045/harmonised/33067605-GCST90012045-EFO_0006903.h.tsv.gz
33067605	P-selectin glycoprotein ligand 1 levels	GCST90012046	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012046/harmonised/33067605-GCST90012046-EFO_0004747.h.tsv.gz
33067605	Myoglobin levels	GCST90012047	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012047/harmonised/33067605-GCST90012047-EFO_0005057.h.tsv.gz
33067605	Thrombomodulin levels	GCST90012048	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012048/harmonised/33067605-GCST90012048-EFO_0007774.h.tsv.gz
33067605	Chitinase-3-like protein 1 levels	GCST90012039	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012039/harmonised/33067605-GCST90012039-EFO_0004869.h.tsv.gz
33067605	ST2 protein levels	GCST90012040	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012040/harmonised/33067605-GCST90012040-EFO_0010599.h.tsv.gz
33067605	Kidney injury molecule 1 levels	GCST90012041	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012041/harmonised/33067605-GCST90012041-EFO_0004747.h.tsv.gz
33067605	Membrane-bound aminopeptidase P levels	GCST90012043	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012043/harmonised/33067605-GCST90012043-EFO_0004747.h.tsv.gz
33067605	Pappalysin-1 levels	GCST90012036	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012036/harmonised/33067605-GCST90012036-EFO_0010618.h.tsv.gz
33067605	Pentraxin-related protein PTX3 levels	GCST90012037	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012037/harmonised/33067605-GCST90012037-EFO_0004747.h.tsv.gz
33067605	Renin levels	GCST90012038	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012038/harmonised/33067605-GCST90012038-EFO_0010616.h.tsv.gz
33541420	Alzheimer's disease or body fat percentage (pleiotropy)	GCST90013832	555974	NA
33541420	Alzheimer's disease or diastolic blood pressure (pleiotropy)	GCST90013835	1462121	NA
33541420	Alzheimer's disease or HDL levels (pleiotropy)	GCST90013836	859386	NA
33541420	Alzheimer's disease or LDL levels (pleiotropy)	GCST90013837	859386	NA
33541420	Alzheimer's disease or systolic blood pressure (pleiotropy)	GCST90013838	1462121	NA
33541420	Alzheimer's disease or waist-hip ratio (pleiotropy)	GCST90013842	1104907	NA
33875891	IDP dMRI TBSS MD Cingulum hippocampus R	GCST90004063	20860	NA
33875891	IDP dMRI TBSS MD Cingulum hippocampus L	GCST90004064	20860	NA
33875891	IDP dMRI TBSS MD Superior longitudinal fasciculus R	GCST90004067	20860	NA
33875891	IDP dMRI TBSS MD Superior longitudinal fasciculus L	GCST90004068	20860	NA
33875891	IDP dMRI TBSS MD Superior fronto-occipital fasciculus R	GCST90004069	20860	NA
33875891	IDP dMRI TBSS MD Superior fronto-occipital fasciculus L	GCST90004070	20860	NA
33875891	IDP dMRI TBSS MD Uncinate fasciculus R	GCST90004071	20860	NA
33875891	IDP dMRI TBSS MD Uncinate fasciculus L	GCST90004072	20860	NA
33875891	IDP dMRI TBSS L1 Genu of corpus callosum	GCST90004077	20860	NA
33875891	IDP dMRI TBSS L1 Body of corpus callosum	GCST90004078	20860	NA
33875891	IDP dMRI TBSS L1 Splenium of corpus callosum	GCST90004079	20860	NA
33875891	IDP dMRI TBSS L1 Fornix	GCST90004080	20860	NA
33875891	IDP dMRI TBSS L1 Corticospinal tract R	GCST90004081	20860	NA
33875891	IDP dMRI TBSS L1 Inferior cerebellar peduncle L	GCST90004086	20860	NA
33875891	IDP dMRI TBSS L1 Cerebral peduncle R	GCST90004089	20860	NA
33875891	IDP dMRI TBSS L1 Cerebral peduncle L	GCST90004090	20860	NA
33875891	IDP dMRI TBSS L1 Anterior limb of internal capsule R	GCST90004091	20860	NA
33875891	IDP dMRI TBSS L1 Anterior limb of internal capsule L	GCST90004092	20860	NA
33875891	IDP dMRI TBSS L1 Posterior limb of internal capsule R	GCST90004093	20860	NA
33875891	IDP dMRI TBSS L1 Posterior limb of internal capsule L	GCST90004094	20860	NA
33875891	IDP dMRI TBSS L1 Retrolenticular part of internal capsule R	GCST90004095	20860	NA
33875891	IDP dMRI TBSS L1 Retrolenticular part of internal capsule L	GCST90004096	20860	NA
33875891	IDP dMRI TBSS L1 Anterior corona radiata R	GCST90004097	20860	NA
33875891	IDP dMRI TBSS L1 Anterior corona radiata L	GCST90004098	20860	NA
33875891	IDP dMRI TBSS L1 Superior corona radiata R	GCST90004099	20860	NA
33230300	Systolic blood pressure	GCST90000066	870217	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000066/harmonised/33230300-GCST90000066-EFO_0006335.h.tsv.gz
33230300	Hypertension	GCST90000064	870217	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000064/harmonised/33230300-GCST90000064-EFO_0000537.h.tsv.gz
33230300	Pulse pressure	GCST90000065	870217	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000065/harmonised/33230300-GCST90000065-EFO_0005763.h.tsv.gz
30643251	Alcohol consumption (drinks per week) (MTAG)	GCST007472	1039210	NA
33875891	IDP dMRI ProbtrackX L2 ilf l	GCST90004287	20860	NA
33875891	IDP dMRI ProbtrackX L2 ilf r	GCST90004288	20860	NA
33875891	IDP dMRI ProbtrackX L2 ptr l	GCST90004292	20860	NA
33875891	IDP dMRI ProbtrackX L2 ptr r	GCST90004293	20860	NA
33875891	IDP dMRI ProbtrackX L2 slf l	GCST90004294	20860	NA
33875891	IDP dMRI ProbtrackX L2 slf r	GCST90004295	20860	NA
33875891	IDP dMRI ProbtrackX L2 str r	GCST90004297	20860	NA
33875891	IDP dMRI ProbtrackX L2 unc l	GCST90004298	20860	NA
33875891	IDP dMRI ProbtrackX L2 unc r	GCST90004299	20860	NA
33875891	IDP dMRI ProbtrackX L3 ar l	GCST90004300	20860	NA
33875891	IDP dMRI ProbtrackX L3 ar r	GCST90004301	20860	NA
33875891	IDP dMRI ProbtrackX L3 atr l	GCST90004302	20860	NA
33875891	IDP dMRI ProbtrackX L3 atr r	GCST90004303	20860	NA
33875891	IDP dMRI ProbtrackX L3 cgc l	GCST90004304	20860	NA
33875891	IDP dMRI ProbtrackX L3 cgc r	GCST90004305	20860	NA
33875891	IDP dMRI ProbtrackX L3 cst l	GCST90004308	20860	NA
33875891	IDP dMRI ProbtrackX L3 cst r	GCST90004309	20860	NA
33875891	IDP dMRI ProbtrackX L3 fma	GCST90004310	20860	NA
33875891	IDP dMRI ProbtrackX L3 fmi	GCST90004311	20860	NA
33875891	IDP dMRI ProbtrackX L3 ifo l	GCST90004312	20860	NA
33875891	IDP dMRI ProbtrackX L3 ifo r	GCST90004313	20860	NA
33875891	IDP dMRI ProbtrackX L3 ilf l	GCST90004314	20860	NA
33875891	IDP dMRI ProbtrackX L3 ilf r	GCST90004315	20860	NA
33875891	IDP dMRI ProbtrackX L3 ptr l	GCST90004319	20860	NA
33875891	IDP dMRI ProbtrackX L3 ptr r	GCST90004320	20860	NA
33875891	IDP dMRI ProbtrackX L3 slf l	GCST90004321	20860	NA
33875891	IDP dMRI ProbtrackX L3 slf r	GCST90004322	20860	NA
33875891	IDP dMRI ProbtrackX L3 str l	GCST90004323	20860	NA
32888494	Lymphocyte counts	GCST90002388	408112	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002388/harmonised/32888494-GCST90002388-EFO_0004587.h.tsv.gz
33137338	Estimated glomerular filtration rate (creatinine, Rapid3)	GCST011749	141964	NA
33137338	Estimated glomerular filtration rate (creatinine, CKDi25)	GCST011748	195145	NA
33137338	Estimated glomerular filtration rate (creatinine, Rapid3)	GCST011747	133586	NA
33137338	Estimated glomerular filtration rate (creatinine, CKDi25)	GCST011746	188506	NA
33179336	Type 1 diabetes (age at diagnosis)	GCST011773	12539	NA
35235886	Cannabis smoking or cigarette smoking or schizophrenia	GCST90103805	780649	NA
33875891	IDP dMRI TBSS MO Pontine crossing tract	GCST90003953	20860	NA
33875891	IDP dMRI TBSS MO Body of corpus callosum	GCST90003955	20860	NA
33875891	IDP dMRI TBSS MO Fornix	GCST90003957	20860	NA
33875891	IDP dMRI TBSS MO Medial lemniscus R	GCST90003960	20860	NA
33875891	IDP dMRI TBSS MO Medial lemniscus L	GCST90003961	20860	NA
33875891	rfMRI connectivity (ICA100 edge 383)	GCST90005236	21081	NA
33875891	rfMRI connectivity (ICA100 edge 387)	GCST90005240	21081	NA
33875891	rfMRI connectivity (ICA100 edge 391)	GCST90005244	21081	NA
33875891	rfMRI connectivity (ICA100 edge 399)	GCST90005252	21081	NA
33875891	rfMRI connectivity (ICA100 edge 414)	GCST90005267	21081	NA
33875891	rfMRI connectivity (ICA100 edge 429)	GCST90005282	21081	NA
33875891	aparc-Desikan rh volume fusiform	GCST90002807	21282	NA
33875891	aparc-Desikan rh volume lateraloccipital	GCST90002811	21282	NA
33875891	aparc-Desikan rh volume lingual	GCST90002813	21282	NA
33875891	aparc-Desikan rh volume parahippocampal	GCST90002816	21282	NA
33875891	aparc-Desikan rh volume parsopercularis	GCST90002818	21282	NA
33875891	aparc-Desikan rh volume parstriangularis	GCST90002820	21282	NA
33875891	aparc-Desikan rh volume pericalcarine	GCST90002821	21282	NA
33875891	IDP dMRI ProbtrackX FA ilf l	GCST90003939	20860	NA
33875891	IDP dMRI ProbtrackX FA ilf r	GCST90003940	20860	NA
33875891	IDP dMRI ProbtrackX FA ptr l	GCST90003944	20860	NA
33875891	IDP dMRI ProbtrackX FA ptr r	GCST90003945	20860	NA
33875891	IDP dMRI ProbtrackX FA slf l	GCST90003946	20860	NA
33875891	IDP dMRI ProbtrackX FA slf r	GCST90003947	20860	NA
33875891	IDP dMRI ProbtrackX FA str l	GCST90003948	20860	NA
33875891	IDP dMRI ProbtrackX FA str r	GCST90003949	20860	NA
33875891	IDP dMRI ProbtrackX FA unc l	GCST90003950	20860	NA
33875891	IDP dMRI ProbtrackX FA unc r	GCST90003951	20860	NA
33875891	IDP dMRI TBSS MO Middle cerebellar peduncle	GCST90003952	20860	NA
33875891	aparc-Desikan rh volume postcentral	GCST90002822	21282	NA
33875891	aparc-Desikan rh volume precentral	GCST90002824	21282	NA
33875891	aparc-Desikan rh volume precuneus	GCST90002825	21282	NA
33875891	aparc-Desikan rh volume superiorparietal	GCST90002829	21282	NA
33875891	aparc-Desikan rh volume supramarginal	GCST90002831	21282	NA
33875891	aparc-Desikan rh volume insula	GCST90002834	21282	NA
33875891	BA-exvivo lh volume BA1	GCST90002835	21281	NA
33875891	BA-exvivo lh volume BA2	GCST90002836	21281	NA
33875891	BA-exvivo lh volume BA3a	GCST90002837	21281	NA
33875891	BA-exvivo lh volume BA3b	GCST90002838	21281	NA
33875891	BA-exvivo lh volume BA4p	GCST90002840	21281	NA
33875891	BA-exvivo lh volume BA6	GCST90002841	21281	NA
33875891	BA-exvivo lh volume V1	GCST90002844	21281	NA
33875891	BA-exvivo lh volume V2	GCST90002845	21281	NA
33875891	BA-exvivo lh volume entorhinal	GCST90002848	21281	NA
33875891	BA-exvivo rh volume BA1	GCST90002849	21281	NA
33875891	BA-exvivo rh volume BA2	GCST90002850	21281	NA
33723403	Left–right brain asymmetry	GCST90010427	32256	NA
30643251	Smoking initiation (ever regular vs never regular) (MTAG)	GCST007468	1359002	NA
33067605	Matrix metalloproteinase-1 levels	GCST90012033	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012033/harmonised/33067605-GCST90012033-EFO_0010588.h.tsv.gz
33067605	Resistin levels	GCST90012034	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012034/harmonised/33067605-GCST90012034-EFO_0004819.h.tsv.gz
33067605	Tumor necrosis factor receptor superfamily member 6 levels	GCST90012035	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012035/harmonised/33067605-GCST90012035-EFO_0010610.h.tsv.gz
33875891	aparc-a2009s lh volume G-pariet-inf-Supramar	GCST90002950	21282	NA
33875891	aparc-a2009s lh volume G-parietal-sup	GCST90002951	21282	NA
33875891	aparc-a2009s lh volume G-postcentral	GCST90002952	21282	NA
33875891	aparc-a2009s lh volume G-precentral	GCST90002953	21282	NA
33875891	aparc-a2009s lh volume G-precuneus	GCST90002954	21282	NA
33875891	aparc-a2009s lh volume S-calcarine	GCST90002968	21282	NA
33875891	aparc-a2009s lh volume S-central	GCST90002969	21282	NA
33875891	aparc-a2009s lh volume S-circular-insula-sup	GCST90002973	21282	NA
33875891	aparc-a2009s lh volume S-intrapariet+P-trans	GCST90002980	21282	NA
33875891	aparc-a2009s lh volume S-postcentral	GCST90002991	21282	NA
33875891	aparc-a2009s lh volume S-precentral-sup-part	GCST90002993	21282	NA
33875891	aparc-a2009s lh volume S-subparietal	GCST90002995	21282	NA
33875891	IDP dMRI TBSS MD Cingulum cingulate gyrus R	GCST90004061	20860	NA
33875891	IDP dMRI TBSS MD Cingulum cingulate gyrus L	GCST90004062	20860	NA
33875891	aparc-DKTatlas rh volume parsopercularis	GCST90002909	21282	NA
33875891	aparc-DKTatlas rh volume parstriangularis	GCST90002911	21281	NA
33875891	aparc-DKTatlas rh volume pericalcarine	GCST90002912	21282	NA
33875891	aparc-DKTatlas rh volume postcentral	GCST90002913	21282	NA
33875891	aparc-DKTatlas rh volume precentral	GCST90002915	21282	NA
33875891	aparc-DKTatlas rh volume precuneus	GCST90002916	21282	NA
33875891	aparc-DKTatlas rh volume superiorparietal	GCST90002920	21282	NA
33875891	aparc-DKTatlas rh volume supramarginal	GCST90002922	21282	NA
33875891	aparc-a2009s lh volume G+S-subcentral	GCST90002928	21282	NA
33875891	aparc-a2009s lh volume G-cingul-Post-ventral	GCST90002934	21279	NA
33875891	aparc-a2009s lh volume G-cuneus	GCST90002935	21282	NA
33875891	aparc-a2009s lh volume G-front-inf-Opercular	GCST90002936	21282	NA
33875891	aparc-a2009s lh volume G-front-inf-Triangul	GCST90002938	21282	NA
33875891	aparc-a2009s lh volume G-oc-temp-med-Lingual	GCST90002946	21282	NA
30389748	Waist-to-hip ratio adjusted for BMI	GCST010926	405569	NA
33667223	Aerodigestive squamous cell cancer (pleiotropy)	GCST012213	75848	NA
33549134	Basal cell carcinoma	GCST90013410	392871	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013410/harmonised/33549134-GCST90013410-EFO_0004193.h.tsv.gz
33875891	IDP dMRI ProbtrackX MD unc r	GCST90004245	20860	NA
33875891	IDP dMRI ProbtrackX L1 atr l	GCST90004248	20860	NA
33875891	IDP dMRI ProbtrackX L1 atr r	GCST90004249	20860	NA
33875891	IDP dMRI ProbtrackX L1 cgc l	GCST90004250	20860	NA
33875891	IDP dMRI ProbtrackX L1 cgc r	GCST90004251	20860	NA
33875891	IDP dMRI ProbtrackX L1 cgh l	GCST90004252	20860	NA
33875891	aparc-Desikan lh area rostralmiddlefrontal	GCST90003099	21282	NA
33875891	aparc-Desikan lh area superiorparietal	GCST90003101	21282	NA
33875891	aparc-Desikan lh area supramarginal	GCST90003103	21282	NA
33875891	aparc-Desikan rh area TotalSurface	GCST90003107	21282	NA
33875891	aparc-Desikan rh area caudalmiddlefrontal	GCST90003110	21282	NA
33875891	aparc-Desikan rh area cuneus	GCST90003111	21282	NA
33875891	IDP dMRI TBSS L3 Superior longitudinal fasciculus L	GCST90004212	20860	NA
33875891	IDP dMRI TBSS L3 Superior fronto-occipital fasciculus R	GCST90004213	20860	NA
33875891	IDP dMRI TBSS L3 Superior fronto-occipital fasciculus L	GCST90004214	20860	NA
33875891	IDP dMRI TBSS L3 Uncinate fasciculus R	GCST90004215	20860	NA
33875891	IDP dMRI TBSS L3 Uncinate fasciculus L	GCST90004216	20860	NA
33875891	IDP dMRI ProbtrackX MD ar l	GCST90004219	20860	NA
33875891	IDP dMRI ProbtrackX MD ar r	GCST90004220	20860	NA
33875891	IDP dMRI ProbtrackX MD atr l	GCST90004221	20860	NA
33875891	IDP dMRI ProbtrackX MD atr r	GCST90004222	20860	NA
33875891	IDP dMRI ProbtrackX MD cgc l	GCST90004223	20860	NA
33875891	IDP dMRI ProbtrackX MD cgc r	GCST90004224	20860	NA
33875891	IDP dMRI ProbtrackX MD cgh l	GCST90004225	20860	NA
33875891	IDP dMRI ProbtrackX MD cst l	GCST90004227	20860	NA
33875891	IDP dMRI ProbtrackX MD cst r	GCST90004228	20860	NA
33875891	IDP dMRI ProbtrackX MD fma	GCST90004229	20860	NA
33875891	IDP dMRI ProbtrackX MD fmi	GCST90004230	20860	NA
33875891	aparc-Desikan rh area fusiform	GCST90003113	21282	NA
33875891	aparc-Desikan rh area inferiorparietal	GCST90003114	21282	NA
33875891	aparc-Desikan rh area isthmuscingulate	GCST90003116	21282	NA
33875891	aparc-Desikan rh area lateraloccipital	GCST90003117	21282	NA
33875891	aparc-Desikan rh area lingual	GCST90003119	21282	NA
33875891	aparc-Desikan rh area parsopercularis	GCST90003124	21282	NA
33875891	aparc-Desikan rh area parstriangularis	GCST90003126	21282	NA
33875891	aparc-Desikan rh area pericalcarine	GCST90003127	21282	NA
33875891	aparc-Desikan rh area postcentral	GCST90003128	21282	NA
33875891	aparc-Desikan rh area precentral	GCST90003130	21282	NA
33875891	aparc-Desikan rh area precuneus	GCST90003131	21282	NA
33875891	IDP dMRI ProbtrackX MD ifo l	GCST90004231	20860	NA
33875891	IDP dMRI ProbtrackX MD ifo r	GCST90004232	20860	NA
33875891	IDP dMRI ProbtrackX MD ilf l	GCST90004233	20860	NA
33875891	IDP dMRI ProbtrackX MD ilf r	GCST90004234	20860	NA
33875891	IDP dMRI ProbtrackX MD ptr l	GCST90004238	20860	NA
33875891	IDP dMRI ProbtrackX MD ptr r	GCST90004239	20860	NA
33875891	IDP dMRI ProbtrackX MD slf l	GCST90004240	20860	NA
33875891	IDP dMRI ProbtrackX MD slf r	GCST90004241	20860	NA
33875891	IDP dMRI ProbtrackX MD str l	GCST90004242	20860	NA
33875891	IDP dMRI ProbtrackX MD str r	GCST90004243	20860	NA
33875891	IDP dMRI ProbtrackX MD unc l	GCST90004244	20860	NA
34836030	Obesity	GCST90093121	53828	NA
33290408	Type 2 diabetes or prostate cancer (pleiotropy)	GCST011320	801624	NA
33875891	HippSubfield rh volume Whole-hippocampal-head	GCST90002710	21282	NA
33875891	HippSubfield rh volume Whole-hippocampus	GCST90002711	21282	NA
33875891	ThalamNuclei lh volume PuI	GCST90002714	21282	NA
33875891	ThalamNuclei lh volume L-Sg	GCST90002716	21282	NA
33875891	ThalamNuclei lh volume VPL	GCST90002717	21282	NA
33875891	ThalamNuclei lh volume CM	GCST90002718	21282	NA
33875891	wg rh intensity-contrast posteriorcingulate	GCST90003849	21282	NA
33875891	wg rh intensity-contrast precentral	GCST90003850	21282	NA
33875891	wg rh intensity-contrast precuneus	GCST90003851	21282	NA
33875891	wg rh intensity-contrast rostralanteriorcingulate	GCST90003852	21282	NA
33875891	wg rh intensity-contrast rostralmiddlefrontal	GCST90003853	21282	NA
33875891	wg rh intensity-contrast superiorfrontal	GCST90003854	21282	NA
33875891	wg rh intensity-contrast superiorparietal	GCST90003855	21282	NA
33875891	wg rh intensity-contrast superiortemporal	GCST90003856	21282	NA
33875891	wg rh intensity-contrast supramarginal	GCST90003857	21282	NA
33875891	wg rh intensity-contrast frontalpole	GCST90003858	21281	NA
33875891	HippSubfield lh volume Whole-hippocampus	GCST90002689	21282	NA
33875891	HippSubfield rh volume Hippocampal-tail	GCST90002690	21282	NA
33875891	HippSubfield rh volume subiculum-body	GCST90002691	21282	NA
33875891	HippSubfield rh volume CA1-body	GCST90002692	21282	NA
33875891	HippSubfield rh volume subiculum-head	GCST90002693	21282	NA
33875891	HippSubfield rh volume hippocampal-fissure	GCST90002694	21282	NA
33875891	HippSubfield rh volume presubiculum-head	GCST90002695	21282	NA
33875891	HippSubfield rh volume CA1-head	GCST90002696	21282	NA
33875891	HippSubfield rh volume presubiculum-body	GCST90002697	21282	NA
33875891	HippSubfield lh volume molecular-layer-HP-head	GCST90002677	21282	NA
33875891	HippSubfield lh volume GC-ML-DG-head	GCST90002679	21282	NA
33875891	HippSubfield lh volume CA3-body	GCST90002680	21282	NA
33875891	HippSubfield lh volume GC-ML-DG-body	GCST90002681	21282	NA
33875891	HippSubfield lh volume CA4-head	GCST90002682	21282	NA
33875891	HippSubfield lh volume CA4-body	GCST90002683	21282	NA
33875891	HippSubfield lh volume CA3-head	GCST90002685	21282	NA
33875891	HippSubfield lh volume Whole-hippocampal-body	GCST90002687	21282	NA
33875891	HippSubfield lh volume Whole-hippocampal-head	GCST90002688	21282	NA
33875891	HippSubfield rh volume molecular-layer-HP-head	GCST90002699	21282	NA
33875891	HippSubfield rh volume GC-ML-DG-head	GCST90002701	21282	NA
33875891	HippSubfield rh volume CA3-body	GCST90002702	21282	NA
33875891	HippSubfield rh volume GC-ML-DG-body	GCST90002703	21282	NA
33875891	HippSubfield rh volume CA4-head	GCST90002704	21282	NA
33875891	HippSubfield rh volume CA4-body	GCST90002705	21282	NA
33875891	HippSubfield rh volume CA3-head	GCST90002707	21282	NA
33875891	HippSubfield rh volume Whole-hippocampal-body	GCST90002709	21282	NA
33067605	Interleukin-8 levels	GCST90011994	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011994/harmonised/33067605-GCST90011994-EFO_0004811.h.tsv.gz
33067605	E-selectin levels	GCST90012000	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90012000/harmonised/33067605-GCST90012000-EFO_0004575.h.tsv.gz
33067605	Vascular endothelial growth factor levels	GCST90011995	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011995/harmonised/33067605-GCST90011995-EFO_0004762.h.tsv.gz
33067605	Epidermal growth factor levels	GCST90012001	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012001/harmonised/33067605-GCST90012001-EFO_0006900.h.tsv.gz
33067605	Adrenomedullin levels	GCST90011996	21758	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011996/harmonised/33067605-GCST90011996-EFO_0004747.h.tsv.gz
