EFO_ID,DISEASE_TRAIT,ACCESSION_ID,N,N_num,HAS_SUM_STATS,HARMONISED_FILE_URL,N_gt_10k,download,download_cmd,download_cmd2,trait
EFO_0004340,Body_mass_index,GCST90095034,"56,161 Hispanic or Latin American individuals",56161,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90095001-GCST90096000/GCST90095034/harmonised/35399580-GCST90095034-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90095001-GCST90096000/GCST90095034/harmonised/35399580-GCST90095034-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90095001-GCST90096000/GCST90095034/harmonised/35399580-GCST90095034-EFO_0004340.h.tsv.gz,Body_mass_index_GCST90095034
EFO_0004340,Body_mass_index,GCST90095039,"330,793 Hispanic or Latin American, African or European ancestry individuals",330793,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90095001-GCST90096000/GCST90095039/harmonised/35399580-GCST90095039-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90095001-GCST90096000/GCST90095039/harmonised/35399580-GCST90095039-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90095001-GCST90096000/GCST90095039/harmonised/35399580-GCST90095039-EFO_0004340.h.tsv.gz,Body_mass_index_GCST90095039
EFO_0004340,Body_mass_index_UKB_data_field_21001,GCST90013870,"407,609 British ancestry individuals",407609,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013870/harmonised/34017140-GCST90013870-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013870/harmonised/34017140-GCST90013870-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013870/harmonised/34017140-GCST90013870-EFO_0004340.h.tsv.gz,Body_mass_index_UKB_data_field_21001_GCST90013870
EFO_0004340,Body_mass_index_UKB_data_field_21001,GCST90013974,"407,609 British ancestry individuals",407609,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013974/harmonised/34017140-GCST90013974-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013974/harmonised/34017140-GCST90013974-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013974/harmonised/34017140-GCST90013974-EFO_0004340.h.tsv.gz,Body_mass_index_UKB_data_field_21001_GCST90013974
EFO_0004340,Body_mass_index,GCST90018947,"359,983 European ancestry individuals, 163,835 East Asian ancestry individuals",523818,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018947/harmonised/34594039-GCST90018947-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018947/harmonised/34594039-GCST90018947-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018947/harmonised/34594039-GCST90018947-EFO_0004340.h.tsv.gz,Body_mass_index_GCST90018947
EFO_0004340,Body_mass_index,GCST90018727,"163,835 East Asian ancestry individuals",163835,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018727/harmonised/34594039-GCST90018727-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018727/harmonised/34594039-GCST90018727-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018727/harmonised/34594039-GCST90018727-EFO_0004340.h.tsv.gz,Body_mass_index_GCST90018727
EFO_0004340,Body_mass_index_and_HDL_C_pairwise,GCST011336,"509,429 European ancestry individuals, 16,962 East Asian, South Asian, Hispanic and African American ancestry individuals       ",526391,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011336/harmonised/33619380-GCST011336-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011336/harmonised/33619380-GCST011336-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011336/harmonised/33619380-GCST011336-EFO_0004340.h.tsv.gz,Body_mass_index_and_HDL_C_pairwise_GCST011336
EFO_0004340,Body_mass_index_and_LDL_C_pairwise,GCST011335,"495,344 European ancestry individuals,16,962 East Asian, South Asian, Hispanic and African American ancestry individuals ",512306,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011335/harmonised/33619380-GCST011335-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011335/harmonised/33619380-GCST011335-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011335/harmonised/33619380-GCST011335-EFO_0004340.h.tsv.gz,Body_mass_index_and_LDL_C_pairwise_GCST011335
EFO_0004340,Body_mass_index_and_triglycerides_pairwise,GCST011334,"500,123 European ancestry individuals,16,962 East Asian, South Asian, Hispanic and African American ancestry individuals ",517085,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011334/harmonised/33619380-GCST011334-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011334/harmonised/33619380-GCST011334-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011334/harmonised/33619380-GCST011334-EFO_0004340.h.tsv.gz,Body_mass_index_and_triglycerides_pairwise_GCST011334
EFO_0004340,Body_mass_index_and_fasting_glucose_pairwise,GCST011332,"380,336 European ancestry individuals, 16,962 East Asian, South Asian, Hispanic and African American ancestry individuals ",397298,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011332/harmonised/33619380-GCST011332-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011332/harmonised/33619380-GCST011332-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011332/harmonised/33619380-GCST011332-EFO_0004340.h.tsv.gz,Body_mass_index_and_fasting_glucose_pairwise_GCST011332
EFO_0004340,Body_mass_index_and_systole_blood_pressure_pairwise,GCST011331,"472,402 European ancestry individuals, 16,962 East Asian, South Asian, Hispanic and African American ancestry individuals ",489364,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011331/harmonised/33619380-GCST011331-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011331/harmonised/33619380-GCST011331-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011331/harmonised/33619380-GCST011331-EFO_0004340.h.tsv.gz,Body_mass_index_and_systole_blood_pressure_pairwise_GCST011331
EFO_0004340,Body_mass_index_and_coronary_artery_disease_pairwise,GCST011330,"464,176 European ancestry individuals, 59,353 East Asian, South Asian, Hispanic and African American ancestry individuals ",523529,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011330/harmonised/33619380-GCST011330-EFO_0004340.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011330/harmonised/33619380-GCST011330-EFO_0004340.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011330/harmonised/33619380-GCST011330-EFO_0004340.h.tsv.gz,Body_mass_index_and_coronary_artery_disease_pairwise_GCST011330
EFO_0001073,Obesity,GCST001475,"5,530 European ancestry cases, 8,318 European ancestry controls",13848,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST001001-GCST002000/GCST001475/harmonised/22484627-GCST001475-EFO_0001073.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST001001-GCST002000/GCST001475/harmonised/22484627-GCST001475-EFO_0001073.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST001001-GCST002000/GCST001475/harmonised/22484627-GCST001475-EFO_0001073.h.tsv.gz,Obesity_GCST001475
EFO_0001073,Obesity_PheCode_278_1,GCST90043672,"581 European ancestry cases, 455,767 European ancestry controls",456348,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90043001-GCST90044000/GCST90043672/harmonised/34737426-GCST90043672-EFO_0001073.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90043001-GCST90044000/GCST90043672/harmonised/34737426-GCST90043672-EFO_0001073.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90043001-GCST90044000/GCST90043672/harmonised/34737426-GCST90043672-EFO_0001073.h.tsv.gz,Obesity_PheCode_278_1_GCST90043672
EFO_0004342,Waist_circumference,GCST90103753,"21,949 Taiwanese ancestry individuals",21949,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90103001-GCST90104000/GCST90103753/harmonised/35051171-GCST90103753-EFO_0004342.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90103001-GCST90104000/GCST90103753/harmonised/35051171-GCST90103753-EFO_0004342.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90103001-GCST90104000/GCST90103753/harmonised/35051171-GCST90103753-EFO_0004342.h.tsv.gz,Waist_circumference_GCST90103753
EFO_0004342,Waist_circumference_UKB_data_field_48,GCST90014020,"407,661 British ancestry individuals",407661,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014020/harmonised/34017140-GCST90014020-EFO_0004342.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014020/harmonised/34017140-GCST90014020-EFO_0004342.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014020/harmonised/34017140-GCST90014020-EFO_0004342.h.tsv.gz,Waist_circumference_UKB_data_field_48_GCST90014020
EFO_0004338,Weight,GCST90018949,"360,116 European ancestry individuals, 165,419 East Asian ancestry individuals",525535,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018949/harmonised/34594039-GCST90018949-EFO_0004338.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018949/harmonised/34594039-GCST90018949-EFO_0004338.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018949/harmonised/34594039-GCST90018949-EFO_0004338.h.tsv.gz,Weight_GCST90018949
EFO_0004338,Weight,GCST90018729,"165,419 East Asian ancestry individuals",165419,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018729/harmonised/34594039-GCST90018729-EFO_0004338.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018729/harmonised/34594039-GCST90018729-EFO_0004338.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018729/harmonised/34594039-GCST90018729-EFO_0004338.h.tsv.gz,Weight_GCST90018729
EFO_0004338,Weight_change_during_worst_episode_of_depression_Stayed_about_the_same_or_was_on_a_diet_UKB_data_field_20536_0,GCST90042818,"28,708 European ancestry cases, 42,377 European ancestry controls",71085,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042818/harmonised/34737426-GCST90042818-EFO_0004338.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042818/harmonised/34737426-GCST90042818-EFO_0004338.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042818/harmonised/34737426-GCST90042818-EFO_0004338.h.tsv.gz,Weight_change_during_worst_episode_of_depression_Stayed_about_the_same_or_was_on_a_diet_UKB_data_field_20536_0_GCST90042818
EFO_0004338,Weight_change_during_worst_episode_of_depression_Gained_weight_UKB_data_field_20536_1,GCST90042819,"12,349 European ancestry cases, 58,736 European ancestry controls",71085,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042819/harmonised/34737426-GCST90042819-EFO_0004338.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042819/harmonised/34737426-GCST90042819-EFO_0004338.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042819/harmonised/34737426-GCST90042819-EFO_0004338.h.tsv.gz,Weight_change_during_worst_episode_of_depression_Gained_weight_UKB_data_field_20536_1_GCST90042819
EFO_0004338,Weight_change_during_worst_episode_of_depression_Lost_weight_UKB_data_field_20536_2,GCST90042820,"25,498 European ancestry cases, 45,587 European ancestry controls",71085,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042820/harmonised/34737426-GCST90042820-EFO_0004338.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042820/harmonised/34737426-GCST90042820-EFO_0004338.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042820/harmonised/34737426-GCST90042820-EFO_0004338.h.tsv.gz,Weight_change_during_worst_episode_of_depression_Lost_weight_UKB_data_field_20536_2_GCST90042820
EFO_0000474,Epilepsy,GCST90038645,"3,900 cases, 480,698 controls",484598,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038645/harmonised/33959723-GCST90038645-EFO_0000474.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038645/harmonised/33959723-GCST90038645-EFO_0000474.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038645/harmonised/33959723-GCST90038645-EFO_0000474.h.tsv.gz,Epilepsy_GCST90038645
EFO_0000474,Epilepsy_PheCode_345_1,GCST90043755,"180 European ancestry cases, 456,168 European ancestry controls",456348,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90043001-GCST90044000/GCST90043755/harmonised/34737426-GCST90043755-EFO_0000474.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90043001-GCST90044000/GCST90043755/harmonised/34737426-GCST90043755-EFO_0000474.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90043001-GCST90044000/GCST90043755/harmonised/34737426-GCST90043755-EFO_0000474.h.tsv.gz,Epilepsy_PheCode_345_1_GCST90043755
EFO_0000474,Epilepsy_Firth_correction,GCST90013895,"407,746 British ancestry individuals",407746,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013895/harmonised/34017140-GCST90013895-EFO_0000474.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013895/harmonised/34017140-GCST90013895-EFO_0000474.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013895/harmonised/34017140-GCST90013895-EFO_0000474.h.tsv.gz,Epilepsy_Firth_correction_GCST90013895
EFO_0000474,Epilepsy_SPA_correction,GCST90013945,"407,746 British ancestry individuals",407746,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013945/harmonised/34017140-GCST90013945-EFO_0000474.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013945/harmonised/34017140-GCST90013945-EFO_0000474.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013945/harmonised/34017140-GCST90013945-EFO_0000474.h.tsv.gz,Epilepsy_SPA_correction_GCST90013945
EFO_0000474,Epilepsy,GCST90018840,"4,382 European ancestry cases, 453,928 European ancestry controls, 2,466 East Asian ancestry cases, 175,788 East Asian ancestry controls",636564,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018840/harmonised/34594039-GCST90018840-EFO_0000474.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018840/harmonised/34594039-GCST90018840-EFO_0000474.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018840/harmonised/34594039-GCST90018840-EFO_0000474.h.tsv.gz,Epilepsy_GCST90018840
EFO_0000474,Epilepsy,GCST90018620,"2,466 East Asian ancestry cases, 175,788 East Asian ancestry controls",178254,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018620/harmonised/34594039-GCST90018620-EFO_0000474.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018620/harmonised/34594039-GCST90018620-EFO_0000474.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90018001-GCST90019000/GCST90018620/harmonised/34594039-GCST90018620-EFO_0000474.h.tsv.gz,Epilepsy_GCST90018620
EFO_0000712,Stroke,GCST90038613,"6,925 cases, 477,673 controls",484598,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038613/harmonised/33959723-GCST90038613-EFO_0000712.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038613/harmonised/33959723-GCST90038613-EFO_0000712.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038613/harmonised/33959723-GCST90038613-EFO_0000712.h.tsv.gz,Stroke_GCST90038613
EFO_0000712,Lacunar_stroke,GCST90014122,"6,030 European ancestry cases, 248,929 European ancestry controls",225419,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014122/harmonised/33773637-GCST90014122-EFO_0000712.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014122/harmonised/33773637-GCST90014122-EFO_0000712.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014122/harmonised/33773637-GCST90014122-EFO_0000712.h.tsv.gz,Lacunar_stroke_GCST90014122
EFO_0000712,Lacunar_stroke,GCST90014123,"7,338 European, African American, South Asian and Hispanic ancestry cases, 225,258 European, African American, South Asian and Hispanic ancestry controls",232596,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014123/harmonised/33773637-GCST90014123-EFO_0000712.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014123/harmonised/33773637-GCST90014123-EFO_0000712.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014123/harmonised/33773637-GCST90014123-EFO_0000712.h.tsv.gz,Lacunar_stroke_GCST90014123
EFO_0000712,Stroke,GCST005838,"40,585 European ancestry cases, 406,111 European ancestry controls, 17,369 East Asian ancestry cases, 28,195 East Asian ancestry controls, 2,437 South Asian ancestry cases, 6,707 South Asian ancestry controls, 5,541 African American cases, 15,154 African American controls, 365 Asian ancestry cases, 333 Asian ancestry controls, 865 Latin American cases, 692 Latin American controls",524354,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005838/harmonised/29531354-GCST005838-EFO_0000712.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005838/harmonised/29531354-GCST005838-EFO_0000712.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005838/harmonised/29531354-GCST005838-EFO_0000712.h.tsv.gz,Stroke_GCST005838
EFO_0000712,Stroke,GCST006906,"40,585 European ancestry cases, 406,111 European ancestry controls",446696,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006906/harmonised/29531354-GCST006906-EFO_0000712.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006906/harmonised/29531354-GCST006906-EFO_0000712.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006906/harmonised/29531354-GCST006906-EFO_0000712.h.tsv.gz,Stroke_GCST006906
EFO_0000712,Vascular/heart_problems_diagnosed_by_doctor_Stroke_UKB_data_field_6150_3,GCST90044350,"6,986 European ancestry cases, 448,317 European ancestry controls",455303,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90044001-GCST90045000/GCST90044350/harmonised/34737426-GCST90044350-EFO_0000712.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90044001-GCST90045000/GCST90044350/harmonised/34737426-GCST90044350-EFO_0000712.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90044001-GCST90045000/GCST90044350/harmonised/34737426-GCST90044350-EFO_0000712.h.tsv.gz,Vascular_heart_problems_diagnosed_by_doctor_Stroke_UKB_data_field_6150_3_GCST90044350
EFO_0003761,Major_depressive_disorder,GCST009979,"29,475 European ancestry cases, 63,482 European ancestry controls",92957,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009979/harmonised/31969693-GCST009979-EFO_0003761.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009979/harmonised/31969693-GCST009979-EFO_0003761.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009979/harmonised/31969693-GCST009979-EFO_0003761.h.tsv.gz,Major_depressive_disorder_GCST009979
EFO_0003761,Major_depressive_disorder_in_trauma_unexposed_individuals,GCST009981,"9,487 European ancestry cases, 39,677 European ancestry controls",49164,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009981/harmonised/31969693-GCST009981-EFO_0003761.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009981/harmonised/31969693-GCST009981-EFO_0003761.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009981/harmonised/31969693-GCST009981-EFO_0003761.h.tsv.gz,Major_depressive_disorder_in_trauma_unexposed_individuals_GCST009981
EFO_0003761,Major_depressive_disorder_probable,GCST005904,"30,603 British ancestry cases, 143,916 British ancestry controls",174519,TRUE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005904/harmonised/29662059-GCST005904-EFO_0003761.h.tsv.gz,TRUE,TRUE,wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005904/harmonised/29662059-GCST005904-EFO_0003761.h.tsv.gz,proxy wget -b -c -t 0 http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005904/harmonised/29662059-GCST005904-EFO_0003761.h.tsv.gz,Major_depressive_disorder_probable_GCST005904
